locatie,month,hours_count,monthly_total_m3,monthly_mean_m3_per_h,monthly_median_m3_per_h,monthly_std_m3_per_h,expected_hours,percent_coverage,year
KGM00110_COMBINED,1996-01-31,31,6149.99,198.38677419354838,0.0,1104.5708114116453,744,4.166666666666666,1996
KGM00110_COMBINED,1996-02-29,29,18000.0,620.6896551724138,0.0,3342.5160871869334,696,4.166666666666666,1996
KGM00110_COMBINED,1996-03-31,31,18000.0,580.6451612903226,0.0,3232.8954364819488,744,4.166666666666666,1996
KGM00110_COMBINED,1996-04-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,1996
KGM00110_COMBINED,1996-05-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,1996
KGM00110_COMBINED,1996-06-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,1996
KGM00110_COMBINED,1996-07-31,31,18000.0,580.6451612903226,0.0,2247.579343032367,744,4.166666666666666,1996
KGM00110_COMBINED,1996-08-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,1996
KGM00110_COMBINED,1996-09-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,1996
KGM00110_COMBINED,1996-10-31,31,36000.0,1161.2903225806451,0.0,4495.158686064734,744,4.166666666666666,1996
KGM00110_COMBINED,1996-11-30,30,149400.0,4980.0,0.0,8021.98057924557,720,4.166666666666666,1996
KGM00110_COMBINED,1996-12-31,31,44550.0,1437.0967741935483,0.0,3923.3484411060463,744,4.166666666666666,1996
KGM00110_COMBINED,1997-01-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,1997
KGM00110_COMBINED,1997-02-28,28,139950.0,4998.214285714285,0.0,6877.506036763202,672,4.166666666666666,1997
KGM00110_COMBINED,1997-03-31,31,24900.010000000002,803.2261290322581,0.0,2518.497199753161,744,4.166666666666666,1997
KGM00110_COMBINED,1997-04-30,30,15600.02,520.0006666666667,0.0,2579.416475044419,720,4.166666666666666,1997
KGM00110_COMBINED,1997-05-31,31,27000.0,870.9677419354839,0.0,2704.8343816688785,744,4.166666666666666,1997
KGM00110_COMBINED,1997-06-30,30,18000.0,600.0,0.0,3286.335345030997,720,4.166666666666666,1997
KGM00110_COMBINED,1997-07-31,31,18000.0,580.6451612903226,0.0,2247.579343032367,744,4.166666666666666,1997
KGM00110_COMBINED,1997-08-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,1997
KGM00110_COMBINED,1997-09-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,1997
KGM00110_COMBINED,1997-10-31,31,74850.01,2414.516451612903,0.0,5162.027949206621,744,4.166666666666666,1997
KGM00110_COMBINED,1997-11-30,30,9000.0,300.0,0.0,1147.7864753966428,720,4.166666666666666,1997
KGM00110_COMBINED,1997-12-31,31,73650.02,2375.8070967741937,0.0,3919.9679964962243,744,4.166666666666666,1997
KGM00110_COMBINED,1998-01-31,31,81000.0,2612.9032258064517,0.0,5295.7682436378,744,4.166666666666666,1998
KGM00110_COMBINED,1998-02-28,28,18000.0,642.8571428571429,0.0,3401.680257083045,672,4.166666666666666,1998
KGM00110_COMBINED,1998-03-31,31,90000.0,2903.2258064516127,0.0,6729.808509953695,744,4.166666666666666,1998
KGM00110_COMBINED,1998-04-30,30,27000.0,900.0,0.0,3623.2010994280395,720,4.166666666666666,1998
KGM00110_COMBINED,1998-05-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,1998
KGM00110_COMBINED,1998-06-30,30,94650.01000000001,3155.000333333334,0.0,6805.1749575930535,720,4.166666666666666,1998
KGM00110_COMBINED,1998-07-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,1998
KGM00110_COMBINED,1998-08-31,31,22950.0,740.3225806451613,0.0,3262.729413513546,744,4.166666666666666,1998
KGM00110_COMBINED,1998-09-30,30,194550.01,6485.000333333333,0.0,7803.946241574365,720,4.166666666666666,1998
KGM00110_COMBINED,1998-10-31,31,151650.0,4891.935483870968,0.0,7630.335256660238,744,4.166666666666666,1998
KGM00110_COMBINED,1998-11-30,30,250949.99,8364.999666666667,5625.0,8640.553093927248,720,4.166666666666666,1998
KGM00110_COMBINED,1998-12-31,31,163200.02,5264.516774193548,0.0,6840.213990711299,744,4.166666666666666,1998
KGM00110_COMBINED,1999-01-31,31,104400.0,3367.7419354838707,0.0,4922.169223474828,744,4.166666666666666,1999
KGM00110_COMBINED,1999-02-28,28,84300.01,3010.7146428571427,0.0,4899.307553114376,672,4.166666666666666,1999
KGM00110_COMBINED,1999-03-31,31,124650.0,4020.967741935484,0.0,6821.556203115098,744,4.166666666666666,1999
KGM00110_COMBINED,1999-04-30,30,26849.989999999998,894.9996666666666,0.0,2730.994456364382,720,4.166666666666666,1999
KGM00110_COMBINED,1999-05-31,31,9000.0,290.3225806451613,0.0,1616.4477182409744,744,4.166666666666666,1999
KGM00110_COMBINED,1999-06-30,30,18000.0,600.0,0.0,3286.335345030997,720,4.166666666666666,1999
KGM00110_COMBINED,1999-07-31,31,9000.0,290.3225806451613,0.0,1616.4477182409744,744,4.166666666666666,1999
KGM00110_COMBINED,1999-08-31,31,72000.0,2322.5806451612902,0.0,5179.363518002275,744,4.166666666666666,1999
KGM00110_COMBINED,1999-09-30,30,41550.01,1385.0003333333334,0.0,3201.593532645766,720,4.166666666666666,1999
KGM00110_COMBINED,1999-10-31,31,69464.99,2240.806129032258,0.0,4528.202440832844,744,4.166666666666666,1999
KGM00110_COMBINED,1999-11-30,30,34605.0,1153.5,0.0,2999.535351948066,720,4.166666666666666,1999
KGM00110_COMBINED,1999-12-31,31,276212.48,8910.08,9000.0,6919.944901399143,744,4.166666666666666,1999
KGM00110_COMBINED,2000-01-31,31,54000.0,1741.9354838709678,0.0,4297.035737462776,744,4.166666666666666,2000
KGM00110_COMBINED,2000-02-29,29,110635.03,3815.0010344827588,0.0,5557.3730823836595,696,4.166666666666666,2000
KGM00110_COMBINED,2000-03-31,31,125082.5,4034.9193548387098,0.0,5631.473716380662,744,4.166666666666666,2000
KGM00110_COMBINED,2000-04-30,30,18000.0,600.0,0.0,2283.373185322162,720,4.166666666666666,2000
KGM00110_COMBINED,2000-05-31,31,36722.479999999996,1184.596129032258,0.0,2681.4554990025813,744,4.166666666666666,2000
KGM00110_COMBINED,2000-06-30,30,2419.99,80.66633333333333,0.0,441.82770397897565,720,4.166666666666666,2000
KGM00110_COMBINED,2000-07-31,31,89152.49,2875.8867741935487,0.0,4834.151515770124,744,4.166666666666666,2000
KGM00110_COMBINED,2000-08-31,31,15817.5,510.241935483871,0.0,1995.0568449335294,744,4.166666666666666,2000
KGM00110_COMBINED,2000-09-30,30,54000.0,1800.0,0.0,4358.10778300352,720,4.166666666666666,2000
KGM00110_COMBINED,2000-10-31,31,82832.51000000001,2672.0164516129034,0.0,4736.483447494598,744,4.166666666666666,2000
KGM00110_COMBINED,2000-11-30,30,256877.46,8562.582,9000.0,8077.643433766115,720,4.166666666666666,2000
KGM00110_COMBINED,2000-12-31,31,126244.98,4072.4187096774194,0.0,6023.523728810649,744,4.166666666666666,2000
KGM00110_COMBINED,2001-01-31,31,127712.48,4119.757419354839,0.0,6595.680318148622,744,4.166666666666666,2001
KGM00110_COMBINED,2001-02-28,28,140347.51,5012.411071428572,0.0,7071.372778423731,672,4.166666666666666,2001
KGM00110_COMBINED,2001-03-31,31,54000.0,1741.9354838709678,0.0,4885.1321506211325,744,4.166666666666666,2001
KGM00110_COMBINED,2001-04-30,30,63195.020000000004,2106.500666666667,0.0,4395.010518367966,720,4.166666666666666,2001
KGM00110_COMBINED,2001-05-31,31,9000.0,290.3225806451613,0.0,1616.4477182409744,744,4.166666666666666,2001
KGM00110_COMBINED,2001-06-30,30,18000.0,600.0,0.0,2283.3731853221616,720,4.166666666666666,2001
KGM00110_COMBINED,2001-07-31,31,18000.0,580.6451612903226,0.0,2247.579343032367,744,4.166666666666666,2001
KGM00110_COMBINED,2001-08-31,31,37109.979999999996,1197.096129032258,0.0,2878.8740645961775,744,4.166666666666666,2001
KGM00110_COMBINED,2001-09-30,30,219187.51,7306.250333333333,7082.495,7481.083075861955,720,4.166666666666666,2001
KGM00110_COMBINED,2001-10-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,2001
KGM00110_COMBINED,2001-11-30,30,45000.0,1500.0,0.0,4150.197336396726,720,4.166666666666666,2001
KGM00110_COMBINED,2001-12-31,31,138575.02,4470.16193548387,0.0,6643.800361835295,744,4.166666666666666,2001
KGM00110_COMBINED,2002-01-31,31,99092.48,3196.531612903226,0.0,6711.639772885657,744,4.166666666666666,2002
KGM00110_COMBINED,2002-02-28,28,241484.98,8624.463571428572,4382.5,8947.800356932843,672,4.166666666666666,2002
KGM00110_COMBINED,2002-03-31,31,18000.0,580.6451612903226,0.0,3232.8954364819488,744,4.166666666666666,2002
KGM00110_COMBINED,2002-04-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,2002
KGM00110_COMBINED,2002-05-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,2002
KGM00110_COMBINED,2002-06-30,30,20589.98,686.3326666666667,0.0,2633.9694740748537,720,4.166666666666666,2002
KGM00110_COMBINED,2002-07-31,31,62490.020000000004,2015.8070967741937,0.0,5532.065960702321,744,4.166666666666666,2002
KGM00110_COMBINED,2002-08-31,31,90000.0,2903.2258064516127,0.0,5393.544528475236,744,4.166666666666666,2002
KGM00110_COMBINED,2002-09-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,2002
KGM00110_COMBINED,2002-10-31,31,82024.98999999999,2645.9674193548385,0.0,6270.207262356362,744,4.166666666666666,2002
KGM00110_COMBINED,2002-11-30,30,210184.99,7006.166333333333,0.0,8168.758256921974,720,4.166666666666666,2002
KGM00110_COMBINED,2002-12-31,31,110129.97,3552.579677419355,0.0,6425.7990693860975,744,4.166666666666666,2002
KGM00110_COMBINED,2003-01-31,31,156575.02,5050.807096774193,0.0,7600.330137142813,744,4.166666666666666,2003
KGM00110_COMBINED,2003-02-28,28,54000.0,1928.5714285714287,0.0,5669.467095138409,672,4.166666666666666,2003
KGM00110_COMBINED,2003-03-31,31,9000.0,290.3225806451613,0.0,1616.4477182409744,744,4.166666666666666,2003
KGM00110_COMBINED,2003-04-30,30,8357.51,278.58366666666666,0.0,1525.8655838583336,720,4.166666666666666,2003
KGM00110_COMBINED,2003-05-31,31,1334.99,43.064193548387095,0.0,239.77128215272424,744,4.166666666666666,2003
KGM00110_COMBINED,2003-06-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,2003
KGM00110_COMBINED,2003-07-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,2003
KGM00110_COMBINED,2003-08-31,31,622.51,20.080967741935485,0.0,111.80609656468764,744,4.166666666666666,2003
KGM00110_COMBINED,2003-09-30,30,37327.5,1244.25,0.0,3355.5641443357513,720,4.166666666666666,2003
KGM00110_COMBINED,2003-10-31,31,22707.46,732.4987096774194,0.0,2408.807381261167,744,4.166666666666666,2003
KGM00110_COMBINED,2003-11-30,30,50164.99,1672.1663333333333,0.0,4813.031571394968,720,4.166666666666666,2003
KGM00110_COMBINED,2003-12-31,31,133167.49,4295.725483870968,0.0,6864.496062431113,744,4.166666666666666,2003
KGM00110_COMBINED,2004-01-31,31,95840.0,3091.6129032258063,0.0,5710.312265118953,744,4.166666666666666,2004
KGM00110_COMBINED,2004-02-29,29,139360.0,4805.517241379311,0.0,6938.301059906986,696,4.166666666666666,2004
KGM00110_COMBINED,2004-03-31,31,21382.48,689.7574193548387,0.0,2299.945265480562,744,4.166666666666666,2004
KGM00110_COMBINED,2004-04-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,2004
KGM00110_COMBINED,2004-05-31,31,0.0,0.0,0.0,0.0,744,4.166666666666666,2004
KGM00110_COMBINED,2004-06-30,30,0.0,0.0,0.0,0.0,720,4.166666666666666,2004
KGM00110_COMBINED,2004-07-31,31,97669.98,3150.644516129032,0.0,5810.552913086004,744,4.166666666666666,2004
KGM00110_COMBINED,2004-08-31,31,97094.99,3132.0964516129034,0.0,6356.859311016486,744,4.166666666666666,2004
KGM00110_COMBINED,2004-09-30,30,26145.0,871.5,0.0,2458.570545579911,720,4.166666666666666,2004
KGM00110_COMBINED,2004-10-31,31,35557.49,1147.015806451613,0.0,3818.5757904937755,744,4.166666666666666,2004
KGM00110_COMBINED,2004-11-30,30,79752.48999999999,2658.416333333333,0.0,4874.733633430639,720,4.166666666666666,2004
KGM00110_COMBINED,2004-12-31,31,62902.51,2029.1132258064517,0.0,5182.685976959172,744,4.166666666666666,2004
KGM00110_COMBINED,2005-01-31,31,80187.53,2586.6945161290323,0.0,5419.280800646176,744,4.166666666666666,2005
KGM00110_COMBINED,2005-02-28,28,126082.52,4502.947142857143,0.0,6325.574323227926,672,4.166666666666666,2005
KGM00110_COMBINED,2005-03-31,31,27255.03,879.1945161290322,0.0,2489.9890346985317,744,4.166666666666666,2005
KGM00110_COMBINED,2005-04-30,30,11857.5,395.25,0.0,2164.873408539169,720,4.166666666666666,2005
